,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
523,523,36.8,2023-12-06 13:27:16.088414,2023-12-06 13:27:16.484545,0 days 00:00:00.396131,0.6,0.1,4.0,20,weighted choice,COMPLETE
524,524,42.0,2023-12-06 13:27:16.484782,2023-12-06 13:27:16.849247,0 days 00:00:00.364465,0.95,0.01,1.0,50,weighted choice,COMPLETE
525,525,37.2,2023-12-06 13:27:16.849466,2023-12-06 13:27:24.510156,0 days 00:00:07.660690,0.6,0.0,0.0,10,roulette wheel,COMPLETE
526,526,42.0,2023-12-06 13:27:24.510389,2023-12-06 13:27:25.053631,0 days 00:00:00.543242,0.8,0.0,1.0,20,roulette wheel,COMPLETE
527,527,41.2,2023-12-06 13:27:25.053857,2023-12-06 13:27:25.383230,0 days 00:00:00.329373,0.8,0.01,2.0,100,roulette wheel,COMPLETE
528,528,38.0,2023-12-06 13:27:25.383465,2023-12-06 13:27:25.714195,0 days 00:00:00.330730,0.95,0.1,1.0,50,roulette wheel,COMPLETE
529,529,37.6,2023-12-06 13:27:25.714422,2023-12-06 13:27:26.271907,0 days 00:00:00.557485,0.8,0.5,4.0,20,roulette wheel,COMPLETE
530,530,40.4,2023-12-06 13:27:26.272135,2023-12-06 13:27:27.042563,0 days 00:00:00.770428,0.6,0.0,1.0,10,weighted choice,COMPLETE
531,531,42.8,2023-12-06 13:27:27.042795,2023-12-06 13:27:27.459640,0 days 00:00:00.416845,0.8,0.0,2.0,50,roulette wheel,COMPLETE
532,532,36.8,2023-12-06 13:27:27.459868,2023-12-06 13:28:05.055595,0 days 00:00:37.595727,0.0,0.5,,100,roulette wheel,COMPLETE
533,533,37.6,2023-12-06 13:28:05.056046,2023-12-06 13:28:13.161383,0 days 00:00:08.105337,0.6,0.33,0.0,20,random selection,COMPLETE
534,534,37.6,2023-12-06 13:28:13.161643,2023-12-06 13:28:25.079918,0 days 00:00:11.918275,0.0,0.1,,50,random selection,COMPLETE
535,535,38.0,2023-12-06 13:28:25.080139,2023-12-06 13:28:25.629939,0 days 00:00:00.549800,0.8,0.5,1.0,50,roulette wheel,COMPLETE
536,536,37.2,2023-12-06 13:28:25.630169,2023-12-06 13:28:33.822421,0 days 00:00:08.192252,0.6,0.33,0.0,20,random selection,COMPLETE
537,537,37.2,2023-12-06 13:28:33.822656,2023-12-06 13:28:34.374377,0 days 00:00:00.551721,0.8,0.5,1.0,10,roulette wheel,COMPLETE
538,538,44.4,2023-12-06 13:28:34.374613,2023-12-06 13:28:35.221166,0 days 00:00:00.846553,0.5,0.0,2.0,50,weighted choice,COMPLETE
539,539,37.6,2023-12-06 13:28:35.221426,2023-12-06 13:28:35.803402,0 days 00:00:00.581976,0.6,0.5,4.0,20,roulette wheel,COMPLETE
540,540,37.2,2023-12-06 13:28:35.803639,2023-12-06 13:28:44.847854,0 days 00:00:09.044215,0.0,0.5,,20,random selection,COMPLETE
541,541,38.0,2023-12-06 13:28:44.848092,2023-12-06 13:28:45.191150,0 days 00:00:00.343058,0.95,0.1,2.0,10,random selection,COMPLETE
542,542,37.6,2023-12-06 13:28:45.191388,2023-12-06 13:29:21.820018,0 days 00:00:36.628630,0.8,0.33,0.0,100,roulette wheel,COMPLETE
543,543,36.8,2023-12-06 13:29:21.820341,2023-12-06 13:29:22.291005,0 days 00:00:00.470664,0.95,0.33,4.0,100,random selection,COMPLETE
544,544,37.6,2023-12-06 13:29:22.291273,2023-12-06 13:29:32.643186,0 days 00:00:10.351913,0.0,0.01,,50,roulette wheel,COMPLETE
545,545,38.8,2023-12-06 13:29:32.643412,2023-12-06 13:29:33.003295,0 days 00:00:00.359883,0.8,0.1,4.0,50,roulette wheel,COMPLETE
546,546,36.8,2023-12-06 13:29:33.003543,2023-12-06 13:29:54.707956,0 days 00:00:21.704413,0.6,0.01,0.0,100,roulette wheel,COMPLETE
547,547,37.2,2023-12-06 13:29:54.708195,2023-12-06 13:29:55.173003,0 days 00:00:00.464808,0.5,0.0,4.0,50,random selection,COMPLETE
548,548,37.2,2023-12-06 13:29:55.173252,2023-12-06 13:30:06.756302,0 days 00:00:11.583050,0.0,0.0,,20,roulette wheel,COMPLETE
549,549,37.2,2023-12-06 13:30:06.756524,2023-12-06 13:30:07.322039,0 days 00:00:00.565515,0.6,0.5,1.0,100,random selection,COMPLETE
550,550,38.0,2023-12-06 13:30:07.322289,2023-12-06 13:30:14.638007,0 days 00:00:07.315718,0.5,0.0,0.0,10,roulette wheel,COMPLETE
551,551,41.2,2023-12-06 13:30:14.638245,2023-12-06 13:30:15.269004,0 days 00:00:00.630759,0.6,0.0,1.0,20,roulette wheel,COMPLETE
552,552,38.4,2023-12-06 13:30:15.269238,2023-12-06 13:30:15.814214,0 days 00:00:00.544976,0.8,0.5,1.0,100,roulette wheel,COMPLETE
553,553,37.2,2023-12-06 13:30:15.814471,2023-12-06 13:30:37.449812,0 days 00:00:21.635341,0.0,0.1,,100,random selection,COMPLETE
554,554,38.0,2023-12-06 13:30:37.450057,2023-12-06 13:30:42.586381,0 days 00:00:05.136324,0.0,0.1,,20,random selection,COMPLETE
555,555,36.8,2023-12-06 13:30:42.586598,2023-12-06 13:30:43.091913,0 days 00:00:00.505315,0.5,0.33,2.0,50,random selection,COMPLETE
556,556,36.8,2023-12-06 13:30:43.092142,2023-12-06 13:30:51.535075,0 days 00:00:08.442933,0.95,0.0,0.0,10,roulette wheel,COMPLETE
557,557,39.2,2023-12-06 13:30:51.535310,2023-12-06 13:30:51.900988,0 days 00:00:00.365678,0.6,0.1,4.0,20,roulette wheel,COMPLETE
558,558,36.8,2023-12-06 13:30:51.901218,2023-12-06 13:30:57.268314,0 days 00:00:05.367096,0.8,0.01,0.0,20,roulette wheel,COMPLETE
559,559,38.0,2023-12-06 13:30:57.268546,2023-12-06 13:31:22.772346,0 days 00:00:25.503800,0.0,0.01,,100,weighted choice,COMPLETE
560,560,38.0,2023-12-06 13:31:22.772585,2023-12-06 13:31:27.808364,0 days 00:00:05.035779,0.5,0.5,0.0,10,roulette wheel,COMPLETE
561,561,39.2,2023-12-06 13:31:27.808610,2023-12-06 13:31:28.368898,0 days 00:00:00.560288,0.8,0.0,2.0,10,roulette wheel,COMPLETE
562,562,37.6,2023-12-06 13:31:28.369141,2023-12-06 13:31:42.597124,0 days 00:00:14.227983,0.0,0.0,,20,weighted choice,COMPLETE
563,563,37.2,2023-12-06 13:31:42.597369,2023-12-06 13:31:55.235011,0 days 00:00:12.637642,0.0,0.01,,50,weighted choice,COMPLETE
564,564,43.6,2023-12-06 13:31:55.235231,2023-12-06 13:31:55.648828,0 days 00:00:00.413597,0.5,0.0,4.0,100,roulette wheel,COMPLETE
565,565,37.6,2023-12-06 13:31:55.649073,2023-12-06 13:32:01.414488,0 days 00:00:05.765415,0.6,0.01,0.0,20,weighted choice,COMPLETE
566,566,37.6,2023-12-06 13:32:01.414714,2023-12-06 13:32:01.942872,0 days 00:00:00.528158,0.5,0.33,4.0,10,random selection,COMPLETE
567,567,40.4,2023-12-06 13:32:01.943133,2023-12-06 13:32:02.356661,0 days 00:00:00.413528,0.6,0.01,4.0,20,roulette wheel,COMPLETE
568,568,36.8,2023-12-06 13:32:02.356898,2023-12-06 13:32:07.228679,0 days 00:00:04.871781,0.95,0.33,0.0,10,weighted choice,COMPLETE
569,569,38.8,2023-12-06 13:32:07.228922,2023-12-06 13:32:30.861030,0 days 00:00:23.632108,0.8,0.5,0.0,50,roulette wheel,COMPLETE
570,570,37.2,2023-12-06 13:32:30.861511,2023-12-06 13:33:14.341867,0 days 00:00:43.480356,0.0,0.5,,100,weighted choice,COMPLETE
571,571,44.4,2023-12-06 13:33:14.342327,2023-12-06 13:33:14.760916,0 days 00:00:00.418589,0.6,0.0,1.0,100,roulette wheel,COMPLETE
572,572,40.8,2023-12-06 13:33:14.761152,2023-12-06 13:33:15.076797,0 days 00:00:00.315645,0.95,0.01,2.0,50,roulette wheel,COMPLETE
573,573,38.0,2023-12-06 13:33:15.077032,2023-12-06 13:33:15.531453,0 days 00:00:00.454421,0.95,0.33,2.0,20,roulette wheel,COMPLETE
574,574,38.4,2023-12-06 13:33:15.531691,2023-12-06 13:33:15.865539,0 days 00:00:00.333848,0.8,0.1,1.0,20,roulette wheel,COMPLETE
575,575,37.6,2023-12-06 13:33:15.865783,2023-12-06 13:33:28.074984,0 days 00:00:12.209201,0.0,0.1,,50,random selection,COMPLETE
576,576,36.8,2023-12-06 13:33:28.075207,2023-12-06 13:33:28.697531,0 days 00:00:00.622324,0.5,0.5,4.0,100,roulette wheel,COMPLETE
577,577,37.2,2023-12-06 13:33:28.697779,2023-12-06 13:33:29.034885,0 days 00:00:00.337106,0.95,0.1,2.0,50,random selection,COMPLETE
578,578,37.2,2023-12-06 13:33:29.035131,2023-12-06 13:34:04.741504,0 days 00:00:35.706373,0.8,0.0,0.0,50,roulette wheel,COMPLETE
579,579,37.6,2023-12-06 13:34:04.741747,2023-12-06 13:34:36.714966,0 days 00:00:31.973219,0.0,0.33,,100,roulette wheel,COMPLETE
580,580,37.6,2023-12-06 13:34:36.715430,2023-12-06 13:34:37.086137,0 days 00:00:00.370707,0.5,0.1,1.0,20,roulette wheel,COMPLETE
581,581,37.2,2023-12-06 13:34:37.086360,2023-12-06 13:34:48.725790,0 days 00:00:11.639430,0.0,0.0,,20,roulette wheel,COMPLETE
582,582,40.4,2023-12-06 13:34:48.726017,2023-12-06 13:34:49.111363,0 days 00:00:00.385346,0.95,0.01,1.0,20,weighted choice,COMPLETE
583,583,37.2,2023-12-06 13:34:49.111614,2023-12-06 13:34:49.683808,0 days 00:00:00.572194,0.6,0.5,1.0,10,roulette wheel,COMPLETE
584,584,38.8,2023-12-06 13:34:49.684047,2023-12-06 13:34:50.011151,0 days 00:00:00.327104,0.95,0.1,1.0,50,roulette wheel,COMPLETE
585,585,37.2,2023-12-06 13:34:50.011386,2023-12-06 13:34:50.475748,0 days 00:00:00.464362,0.95,0.33,2.0,10,roulette wheel,COMPLETE
586,586,37.2,2023-12-06 13:34:50.475996,2023-12-06 13:34:50.830311,0 days 00:00:00.354315,0.95,0.1,4.0,10,random selection,COMPLETE
587,587,42.0,2023-12-06 13:34:50.830547,2023-12-06 13:34:51.176880,0 days 00:00:00.346333,0.95,0.01,2.0,20,roulette wheel,COMPLETE
588,588,37.2,2023-12-06 13:34:51.177110,2023-12-06 13:35:29.418843,0 days 00:00:38.241733,0.5,0.5,0.0,100,random selection,COMPLETE
589,589,37.6,2023-12-06 13:35:29.419093,2023-12-06 13:35:29.917543,0 days 00:00:00.498450,0.5,0.33,2.0,20,roulette wheel,COMPLETE
590,590,42.0,2023-12-06 13:35:29.917783,2023-12-06 13:35:30.269390,0 days 00:00:00.351607,0.95,0.0,4.0,50,roulette wheel,COMPLETE
591,591,37.6,2023-12-06 13:35:30.269611,2023-12-06 13:35:30.634262,0 days 00:00:00.364651,0.8,0.1,1.0,20,weighted choice,COMPLETE
592,592,38.0,2023-12-06 13:35:30.634504,2023-12-06 13:35:31.104301,0 days 00:00:00.469797,0.6,0.33,1.0,100,random selection,COMPLETE
593,593,38.0,2023-12-06 13:35:31.104535,2023-12-06 13:36:08.763025,0 days 00:00:37.658490,0.0,0.5,,100,random selection,COMPLETE
594,594,40.0,2023-12-06 13:36:08.763397,2023-12-06 13:36:09.160932,0 days 00:00:00.397535,0.95,0.01,2.0,10,roulette wheel,COMPLETE
595,595,34.8,2023-12-06 13:36:09.161170,2023-12-06 13:36:09.354727,0 days 00:00:00.193557,0.8,0.0,1.0,100,random selection,COMPLETE
596,596,37.2,2023-12-06 13:36:09.354974,2023-12-06 13:36:23.099414,0 days 00:00:13.744440,0.6,0.1,0.0,50,roulette wheel,COMPLETE
597,597,38.0,2023-12-06 13:36:23.099653,2023-12-06 13:36:23.642129,0 days 00:00:00.542476,0.8,0.5,2.0,50,roulette wheel,COMPLETE
598,598,40.4,2023-12-06 13:36:23.642385,2023-12-06 13:36:23.983505,0 days 00:00:00.341120,0.8,0.01,4.0,50,roulette wheel,COMPLETE
599,599,37.6,2023-12-06 13:36:23.983742,2023-12-06 13:36:24.465578,0 days 00:00:00.481836,0.8,0.33,1.0,20,weighted choice,COMPLETE
600,600,38.0,2023-12-06 13:36:24.465822,2023-12-06 13:36:46.692459,0 days 00:00:22.226637,0.6,0.01,0.0,100,roulette wheel,COMPLETE
601,601,40.8,2023-12-06 13:36:46.693098,2023-12-06 13:36:47.420389,0 days 00:00:00.727291,0.5,0.0,4.0,20,weighted choice,COMPLETE
602,602,38.0,2023-12-06 13:36:47.420635,2023-12-06 13:37:23.807538,0 days 00:00:36.386903,0.8,0.0,0.0,50,roulette wheel,COMPLETE
603,603,37.6,2023-12-06 13:37:23.807792,2023-12-06 13:37:24.142399,0 days 00:00:00.334607,0.8,0.1,1.0,100,random selection,COMPLETE
604,604,38.0,2023-12-06 13:37:24.142653,2023-12-06 13:37:24.639695,0 days 00:00:00.497042,0.5,0.33,1.0,100,random selection,COMPLETE
605,605,38.4,2023-12-06 13:37:24.639920,2023-12-06 13:37:47.629070,0 days 00:00:22.989150,0.95,0.01,0.0,100,roulette wheel,COMPLETE
606,606,36.8,2023-12-06 13:37:47.629328,2023-12-06 13:38:31.638438,0 days 00:00:44.009110,0.0,0.5,,100,weighted choice,COMPLETE
607,607,37.2,2023-12-06 13:38:31.638750,2023-12-06 13:38:32.190793,0 days 00:00:00.552043,0.95,0.5,2.0,100,roulette wheel,COMPLETE
608,608,42.8,2023-12-06 13:38:32.191048,2023-12-06 13:38:32.445787,0 days 00:00:00.254739,0.8,0.0,1.0,100,roulette wheel,COMPLETE
609,609,37.2,2023-12-06 13:38:32.446028,2023-12-06 13:38:32.902293,0 days 00:00:00.456265,0.95,0.33,1.0,20,roulette wheel,COMPLETE
610,610,40.8,2023-12-06 13:38:32.902544,2023-12-06 13:38:33.410534,0 days 00:00:00.507990,0.5,0.01,2.0,20,roulette wheel,COMPLETE
611,611,38.0,2023-12-06 13:38:33.410765,2023-12-06 13:38:33.818991,0 days 00:00:00.408226,0.5,0.1,4.0,10,roulette wheel,COMPLETE
612,612,35.6,2023-12-06 13:38:33.819241,2023-12-06 13:38:34.231552,0 days 00:00:00.412311,0.95,0.0,4.0,20,random selection,COMPLETE
613,613,37.6,2023-12-06 13:38:34.231806,2023-12-06 13:38:36.534527,0 days 00:00:02.302721,0.0,0.01,,10,roulette wheel,COMPLETE
614,614,37.2,2023-12-06 13:38:36.534761,2023-12-06 13:38:47.066344,0 days 00:00:10.531583,0.0,0.01,,50,roulette wheel,COMPLETE
615,615,36.8,2023-12-06 13:38:47.066578,2023-12-06 13:38:47.493262,0 days 00:00:00.426684,0.8,0.0,4.0,20,random selection,COMPLETE
616,616,36.8,2023-12-06 13:38:47.493527,2023-12-06 13:38:47.966942,0 days 00:00:00.473415,0.8,0.33,2.0,100,roulette wheel,COMPLETE
617,617,37.2,2023-12-06 13:38:47.967191,2023-12-06 13:39:13.249605,0 days 00:00:25.282414,0.0,0.01,,100,weighted choice,COMPLETE
618,618,37.6,2023-12-06 13:39:13.249839,2023-12-06 13:39:13.801860,0 days 00:00:00.552021,0.8,0.5,2.0,10,random selection,COMPLETE
619,619,38.0,2023-12-06 13:39:13.802127,2023-12-06 13:39:18.806630,0 days 00:00:05.004503,0.0,0.01,,20,weighted choice,COMPLETE
620,620,37.6,2023-12-06 13:39:18.806857,2023-12-06 13:39:19.296371,0 days 00:00:00.489514,0.5,0.33,1.0,100,random selection,COMPLETE
621,621,42.0,2023-12-06 13:39:19.296620,2023-12-06 13:39:19.909631,0 days 00:00:00.613011,0.6,0.0,2.0,20,roulette wheel,COMPLETE
622,622,36.8,2023-12-06 13:39:19.909907,2023-12-06 13:39:56.649652,0 days 00:00:36.739745,0.0,0.0,,50,weighted choice,COMPLETE
623,623,37.6,2023-12-06 13:39:56.649887,2023-12-06 13:39:57.218014,0 days 00:00:00.568127,0.6,0.5,1.0,20,random selection,COMPLETE
624,624,40.0,2023-12-06 13:39:57.218254,2023-12-06 13:39:57.556646,0 days 00:00:00.338392,0.95,0.01,2.0,20,roulette wheel,COMPLETE
625,625,37.6,2023-12-06 13:39:57.556886,2023-12-06 13:40:44.784883,0 days 00:00:47.227997,0.8,0.5,0.0,100,weighted choice,COMPLETE
626,626,39.2,2023-12-06 13:40:44.785221,2023-12-06 13:40:45.393248,0 days 00:00:00.608027,0.6,0.5,1.0,10,weighted choice,COMPLETE
627,627,37.6,2023-12-06 13:40:45.393501,2023-12-06 13:40:50.814810,0 days 00:00:05.421309,0.8,0.5,0.0,10,weighted choice,COMPLETE
628,628,37.2,2023-12-06 13:40:50.815061,2023-12-06 13:41:28.214659,0 days 00:00:37.399598,0.0,0.5,,100,random selection,COMPLETE
629,629,37.2,2023-12-06 13:41:28.214906,2023-12-06 13:41:28.563274,0 days 00:00:00.348368,0.95,0.1,4.0,50,random selection,COMPLETE
630,630,37.2,2023-12-06 13:41:28.563516,2023-12-06 13:41:29.174770,0 days 00:00:00.611254,0.5,0.5,4.0,100,roulette wheel,COMPLETE
631,631,44.0,2023-12-06 13:41:29.175013,2023-12-06 13:41:29.545421,0 days 00:00:00.370408,0.6,0.0,2.0,100,roulette wheel,COMPLETE
632,632,39.2,2023-12-06 13:41:29.545682,2023-12-06 13:41:30.050999,0 days 00:00:00.505317,0.5,0.33,2.0,10,roulette wheel,COMPLETE
633,633,38.4,2023-12-06 13:41:30.051232,2023-12-06 13:41:30.632329,0 days 00:00:00.581097,0.8,0.5,2.0,10,weighted choice,COMPLETE
634,634,39.6,2023-12-06 13:41:30.632575,2023-12-06 13:41:31.304934,0 days 00:00:00.672359,0.8,0.0,1.0,10,weighted choice,COMPLETE
635,635,38.0,2023-12-06 13:41:31.305178,2023-12-06 13:41:31.843547,0 days 00:00:00.538369,0.8,0.5,1.0,100,roulette wheel,COMPLETE
636,636,38.4,2023-12-06 13:41:31.843783,2023-12-06 13:41:37.852809,0 days 00:00:06.009026,0.6,0.1,0.0,20,roulette wheel,COMPLETE
637,637,37.2,2023-12-06 13:41:37.853032,2023-12-06 13:41:44.496711,0 days 00:00:06.643679,0.6,0.1,0.0,20,weighted choice,COMPLETE
638,638,37.2,2023-12-06 13:41:44.496950,2023-12-06 13:41:45.042878,0 days 00:00:00.545928,0.6,0.33,1.0,100,weighted choice,COMPLETE
639,639,38.8,2023-12-06 13:41:45.043128,2023-12-06 13:41:48.061493,0 days 00:00:03.018365,0.5,0.1,0.0,10,random selection,COMPLETE
640,640,37.6,2023-12-06 13:41:48.061742,2023-12-06 13:41:48.595996,0 days 00:00:00.534254,0.6,0.33,2.0,50,weighted choice,COMPLETE
641,641,40.8,2023-12-06 13:41:48.596237,2023-12-06 13:41:49.260166,0 days 00:00:00.663929,0.5,0.0,2.0,10,roulette wheel,COMPLETE
642,642,38.4,2023-12-06 13:41:49.260408,2023-12-06 13:41:49.726722,0 days 00:00:00.466314,0.8,0.33,4.0,50,roulette wheel,COMPLETE
643,643,38.4,2023-12-06 13:41:49.726973,2023-12-06 13:41:50.300200,0 days 00:00:00.573227,0.6,0.0,4.0,10,roulette wheel,COMPLETE
644,644,37.6,2023-12-06 13:41:50.300448,2023-12-06 13:42:04.509744,0 days 00:00:14.209296,0.6,0.01,0.0,50,weighted choice,COMPLETE
645,645,38.8,2023-12-06 13:42:04.510004,2023-12-06 13:42:13.604861,0 days 00:00:09.094857,0.0,0.5,,20,roulette wheel,COMPLETE
646,646,37.2,2023-12-06 13:42:13.605118,2023-12-06 13:42:13.982747,0 days 00:00:00.377629,0.5,0.1,2.0,10,roulette wheel,COMPLETE
647,647,38.4,2023-12-06 13:42:13.982994,2023-12-06 13:42:19.953096,0 days 00:00:05.970102,0.0,0.0,,10,roulette wheel,COMPLETE
648,648,38.4,2023-12-06 13:42:19.953351,2023-12-06 13:42:48.356571,0 days 00:00:28.403220,0.8,0.01,0.0,100,weighted choice,COMPLETE
649,649,38.8,2023-12-06 13:42:48.356917,2023-12-06 13:43:20.334390,0 days 00:00:31.977473,0.0,0.33,,100,roulette wheel,COMPLETE
650,650,40.4,2023-12-06 13:43:20.334639,2023-12-06 13:43:20.784837,0 days 00:00:00.450198,0.6,0.01,4.0,50,weighted choice,COMPLETE
651,651,40.8,2023-12-06 13:43:20.785102,2023-12-06 13:43:21.188935,0 days 00:00:00.403833,0.8,0.01,1.0,20,weighted choice,COMPLETE
652,652,38.0,2023-12-06 13:43:21.189186,2023-12-06 13:43:28.633061,0 days 00:00:07.443875,0.0,0.33,,20,roulette wheel,COMPLETE
653,653,40.4,2023-12-06 13:43:28.633292,2023-12-06 13:43:29.269489,0 days 00:00:00.636197,0.6,0.0,1.0,10,roulette wheel,COMPLETE
654,654,37.2,2023-12-06 13:43:29.269732,2023-12-06 13:43:34.452764,0 days 00:00:05.183032,0.0,0.1,,20,random selection,COMPLETE
655,655,43.2,2023-12-06 13:43:34.453000,2023-12-06 13:43:35.087458,0 days 00:00:00.634458,0.6,0.0,4.0,50,weighted choice,COMPLETE
656,656,38.4,2023-12-06 13:43:35.087726,2023-12-06 13:43:42.469033,0 days 00:00:07.381307,0.0,0.33,,20,random selection,COMPLETE
657,657,37.6,2023-12-06 13:43:42.469292,2023-12-06 13:43:43.011387,0 days 00:00:00.542095,0.8,0.5,2.0,50,roulette wheel,COMPLETE
658,658,37.6,2023-12-06 13:43:43.011627,2023-12-06 13:43:43.598204,0 days 00:00:00.586577,0.6,0.5,4.0,10,roulette wheel,COMPLETE
659,659,36.8,2023-12-06 13:43:43.598445,2023-12-06 13:43:44.002433,0 days 00:00:00.403988,0.5,0.1,1.0,10,weighted choice,COMPLETE
660,660,37.2,2023-12-06 13:43:44.002689,2023-12-06 13:43:44.524367,0 days 00:00:00.521678,0.6,0.33,2.0,10,weighted choice,COMPLETE
661,661,36.4,2023-12-06 13:43:44.524616,2023-12-06 13:43:44.993069,0 days 00:00:00.468453,0.5,0.01,2.0,10,random selection,COMPLETE
662,662,38.0,2023-12-06 13:43:44.993318,2023-12-06 13:44:06.322530,0 days 00:00:21.329212,0.0,0.5,,50,roulette wheel,COMPLETE
663,663,42.0,2023-12-06 13:44:06.322795,2023-12-06 13:44:06.690527,0 days 00:00:00.367732,0.8,0.01,2.0,20,roulette wheel,COMPLETE
664,664,38.4,2023-12-06 13:44:06.690766,2023-12-06 13:44:07.076305,0 days 00:00:00.385539,0.8,0.1,2.0,50,weighted choice,COMPLETE
665,665,36.8,2023-12-06 13:44:07.076568,2023-12-06 13:44:09.301996,0 days 00:00:02.225428,0.0,0.01,,10,random selection,COMPLETE
666,666,43.2,2023-12-06 13:44:09.302220,2023-12-06 13:44:09.962536,0 days 00:00:00.660316,0.6,0.0,4.0,50,weighted choice,COMPLETE
667,667,38.0,2023-12-06 13:44:09.962799,2023-12-06 13:44:10.437545,0 days 00:00:00.474746,0.6,0.33,1.0,10,roulette wheel,COMPLETE
668,668,37.6,2023-12-06 13:44:10.437791,2023-12-06 13:44:20.136434,0 days 00:00:09.698643,0.0,0.5,,20,weighted choice,COMPLETE
669,669,38.4,2023-12-06 13:44:20.136669,2023-12-06 13:44:20.714305,0 days 00:00:00.577636,0.6,0.33,4.0,100,weighted choice,COMPLETE
670,670,38.8,2023-12-06 13:44:20.714565,2023-12-06 13:44:21.311079,0 days 00:00:00.596514,0.5,0.5,2.0,20,random selection,COMPLETE
671,671,37.6,2023-12-06 13:44:21.311340,2023-12-06 13:44:21.687155,0 days 00:00:00.375815,0.8,0.1,1.0,20,weighted choice,COMPLETE
672,672,36.8,2023-12-06 13:44:21.687410,2023-12-06 13:44:24.573300,0 days 00:00:02.885890,0.5,0.01,0.0,10,weighted choice,COMPLETE
673,673,37.2,2023-12-06 13:44:24.573530,2023-12-06 13:44:25.239720,0 days 00:00:00.666190,0.6,0.5,4.0,100,weighted choice,COMPLETE
674,674,38.8,2023-12-06 13:44:25.239969,2023-12-06 13:44:25.815869,0 days 00:00:00.575900,0.95,0.0,2.0,10,weighted choice,COMPLETE
675,675,37.6,2023-12-06 13:44:25.816116,2023-12-06 13:44:29.126012,0 days 00:00:03.309896,0.95,0.1,0.0,10,random selection,COMPLETE
676,676,38.0,2023-12-06 13:44:29.126268,2023-12-06 13:44:29.616306,0 days 00:00:00.490038,0.6,0.33,2.0,50,roulette wheel,COMPLETE
677,677,36.4,2023-12-06 13:44:29.616551,2023-12-06 13:44:30.096666,0 days 00:00:00.480115,0.95,0.33,1.0,20,weighted choice,COMPLETE
678,678,37.2,2023-12-06 13:44:30.096911,2023-12-06 13:44:30.563363,0 days 00:00:00.466452,0.6,0.33,1.0,50,random selection,COMPLETE
679,679,40.8,2023-12-06 13:44:30.563614,2023-12-06 13:44:30.973100,0 days 00:00:00.409486,0.5,0.01,1.0,50,roulette wheel,COMPLETE
680,680,37.6,2023-12-06 13:44:30.973359,2023-12-06 13:44:31.474084,0 days 00:00:00.500725,0.5,0.33,1.0,100,roulette wheel,COMPLETE
681,681,39.6,2023-12-06 13:44:31.474343,2023-12-06 13:44:31.917186,0 days 00:00:00.442843,0.6,0.01,4.0,10,roulette wheel,COMPLETE
682,682,37.2,2023-12-06 13:44:31.917445,2023-12-06 13:44:32.363931,0 days 00:00:00.446486,0.95,0.33,1.0,100,roulette wheel,COMPLETE
683,683,36.8,2023-12-06 13:44:32.364184,2023-12-06 13:45:54.660490,0 days 00:01:22.296306,0.5,0.0,0.0,100,weighted choice,COMPLETE
684,684,44.0,2023-12-06 13:45:54.660744,2023-12-06 13:45:55.580539,0 days 00:00:00.919795,0.5,0.0,1.0,100,weighted choice,COMPLETE
685,685,38.8,2023-12-06 13:45:55.580780,2023-12-06 13:46:07.603747,0 days 00:00:12.022967,0.0,0.1,,50,random selection,COMPLETE
686,686,37.6,2023-12-06 13:46:07.603993,2023-12-06 13:46:28.738982,0 days 00:00:21.134989,0.6,0.33,0.0,50,weighted choice,COMPLETE
687,687,38.0,2023-12-06 13:46:28.739240,2023-12-06 13:46:34.193406,0 days 00:00:05.454166,0.95,0.01,0.0,20,random selection,COMPLETE
688,688,37.2,2023-12-06 13:46:34.193642,2023-12-06 13:46:34.661398,0 days 00:00:00.467756,0.8,0.33,1.0,100,random selection,COMPLETE
689,689,37.2,2023-12-06 13:46:34.661671,2023-12-06 13:46:39.979266,0 days 00:00:05.317595,0.8,0.01,0.0,20,roulette wheel,COMPLETE
690,690,37.6,2023-12-06 13:46:39.979518,2023-12-06 13:46:43.503567,0 days 00:00:03.524049,0.8,0.1,0.0,10,weighted choice,COMPLETE
691,691,37.2,2023-12-06 13:46:43.503813,2023-12-06 13:47:05.021184,0 days 00:00:21.517371,0.8,0.01,0.0,100,random selection,COMPLETE
692,692,38.4,2023-12-06 13:47:05.021584,2023-12-06 13:48:07.204061,0 days 00:01:02.182477,0.8,0.0,0.0,100,random selection,COMPLETE
693,693,38.0,2023-12-06 13:48:07.204329,2023-12-06 13:48:35.067792,0 days 00:00:27.863463,0.0,0.0,,50,roulette wheel,COMPLETE
694,694,37.6,2023-12-06 13:48:35.068037,2023-12-06 13:48:35.414265,0 days 00:00:00.346228,0.6,0.1,1.0,20,roulette wheel,COMPLETE
695,695,37.2,2023-12-06 13:48:35.414507,2023-12-06 13:48:38.152593,0 days 00:00:02.738086,0.8,0.01,0.0,10,roulette wheel,COMPLETE
696,696,38.0,2023-12-06 13:48:38.152842,2023-12-06 13:48:48.280112,0 days 00:00:10.127270,0.95,0.5,0.0,20,roulette wheel,COMPLETE
697,697,37.2,2023-12-06 13:48:48.280359,2023-12-06 13:48:48.824721,0 days 00:00:00.544362,0.95,0.5,1.0,100,roulette wheel,COMPLETE
