,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
2981,2981,37.6,2023-12-07 16:25:48.238967,2023-12-07 16:25:48.858686,0 days 00:00:00.619719,0.5,0.5,8.0,250,roulette wheel,COMPLETE
2982,2982,37.6,2023-12-07 16:25:48.858932,2023-12-07 16:25:49.257068,0 days 00:00:00.398136,0.5,0.1,6.0,300,roulette wheel,COMPLETE
2983,2983,37.6,2023-12-07 16:25:49.257321,2023-12-07 16:25:49.781350,0 days 00:00:00.524029,0.5,0.33,6.0,250,roulette wheel,COMPLETE
2984,2984,39.2,2023-12-07 16:25:49.781619,2023-12-07 16:25:50.196049,0 days 00:00:00.414430,0.5,0.01,6.0,250,roulette wheel,COMPLETE
2985,2985,37.2,2023-12-07 16:25:50.196298,2023-12-07 16:25:50.801938,0 days 00:00:00.605640,0.6,0.5,8.0,50,roulette wheel,COMPLETE
2986,2986,36.4,2023-12-07 16:25:50.802181,2023-12-07 16:25:51.266700,0 days 00:00:00.464519,0.95,0.1,8.0,100,weighted choice,COMPLETE
2987,2987,36.8,2023-12-07 16:25:51.266975,2023-12-07 16:25:51.730617,0 days 00:00:00.463642,0.95,0.0,6.0,10,random selection,COMPLETE
2988,2988,37.2,2023-12-07 16:25:51.730887,2023-12-07 16:25:52.105159,0 days 00:00:00.374272,0.8,0.1,6.0,10,roulette wheel,COMPLETE
2989,2989,38.0,2023-12-07 16:25:52.105416,2023-12-07 16:25:52.492292,0 days 00:00:00.386876,0.8,0.1,8.0,20,roulette wheel,COMPLETE
2990,2990,38.0,2023-12-07 16:25:52.492543,2023-12-07 16:25:52.876732,0 days 00:00:00.384189,0.95,0.1,8.0,20,roulette wheel,COMPLETE
2991,2991,40.4,2023-12-07 16:25:52.876995,2023-12-07 16:25:53.303929,0 days 00:00:00.426934,0.6,0.01,8.0,20,roulette wheel,COMPLETE
2992,2992,36.8,2023-12-07 16:25:53.304197,2023-12-07 16:25:53.930382,0 days 00:00:00.626185,0.5,0.5,8.0,100,random selection,COMPLETE
2993,2993,41.2,2023-12-07 16:25:53.930658,2023-12-07 16:25:54.502186,0 days 00:00:00.571528,0.6,0.0,8.0,20,roulette wheel,COMPLETE
2994,2994,37.6,2023-12-07 16:25:54.502427,2023-12-07 16:25:55.006212,0 days 00:00:00.503785,0.95,0.33,8.0,20,roulette wheel,COMPLETE
2995,2995,37.2,2023-12-07 16:25:55.006478,2023-12-07 16:25:55.244763,0 days 00:00:00.238285,0.8,0.0,6.0,300,random selection,COMPLETE
2996,2996,36.8,2023-12-07 16:25:55.245022,2023-12-07 16:25:55.835192,0 days 00:00:00.590170,0.95,0.5,6.0,10,roulette wheel,COMPLETE
2997,2997,40.0,2023-12-07 16:25:55.835434,2023-12-07 16:25:56.411538,0 days 00:00:00.576104,0.6,0.01,8.0,250,weighted choice,COMPLETE
2998,2998,37.2,2023-12-07 16:25:56.411786,2023-12-07 16:25:56.787868,0 days 00:00:00.376082,0.6,0.1,6.0,250,random selection,COMPLETE
2999,2999,37.6,2023-12-07 16:25:56.788140,2023-12-07 16:25:57.382131,0 days 00:00:00.593991,0.95,0.5,8.0,100,roulette wheel,COMPLETE
3000,3000,38.4,2023-12-07 16:25:57.382422,2023-12-07 16:25:57.895076,0 days 00:00:00.512654,0.95,0.33,8.0,250,random selection,COMPLETE
3001,3001,37.2,2023-12-07 16:25:57.895333,2023-12-07 16:25:58.372809,0 days 00:00:00.477476,0.8,0.33,6.0,300,roulette wheel,COMPLETE
3002,3002,40.4,2023-12-07 16:25:58.373075,2023-12-07 16:25:58.769755,0 days 00:00:00.396680,0.8,0.0,8.0,200,weighted choice,COMPLETE
3003,3003,37.2,2023-12-07 16:25:58.770019,2023-12-07 16:25:59.136607,0 days 00:00:00.366588,0.95,0.1,6.0,20,random selection,COMPLETE
3004,3004,38.0,2023-12-07 16:25:59.136870,2023-12-07 16:25:59.541851,0 days 00:00:00.404981,0.5,0.1,8.0,300,roulette wheel,COMPLETE
3005,3005,40.8,2023-12-07 16:25:59.542095,2023-12-07 16:25:59.813277,0 days 00:00:00.271182,0.8,0.0,8.0,150,roulette wheel,COMPLETE
3006,3006,40.0,2023-12-07 16:25:59.813546,2023-12-07 16:26:00.310922,0 days 00:00:00.497376,0.6,0.01,6.0,10,weighted choice,COMPLETE
3007,3007,38.0,2023-12-07 16:26:00.311195,2023-12-07 16:26:00.866611,0 days 00:00:00.555416,0.6,0.1,8.0,300,weighted choice,COMPLETE
3008,3008,40.0,2023-12-07 16:26:00.866870,2023-12-07 16:26:01.349759,0 days 00:00:00.482889,0.95,0.01,8.0,250,weighted choice,COMPLETE
3009,3009,36.8,2023-12-07 16:26:01.350031,2023-12-07 16:26:01.856583,0 days 00:00:00.506552,0.8,0.33,8.0,300,roulette wheel,COMPLETE
3010,3010,39.2,2023-12-07 16:26:01.856846,2023-12-07 16:26:02.370961,0 days 00:00:00.514115,0.6,0.01,6.0,150,weighted choice,COMPLETE
3011,3011,41.6,2023-12-07 16:26:02.371220,2023-12-07 16:26:02.808625,0 days 00:00:00.437405,0.5,0.01,8.0,50,roulette wheel,COMPLETE
3012,3012,38.4,2023-12-07 16:26:02.808881,2023-12-07 16:26:03.184369,0 days 00:00:00.375488,0.8,0.1,6.0,300,roulette wheel,COMPLETE
3013,3013,38.4,2023-12-07 16:26:03.184635,2023-12-07 16:26:03.747277,0 days 00:00:00.562642,0.5,0.33,6.0,10,weighted choice,COMPLETE
3014,3014,37.2,2023-12-07 16:26:03.747541,2023-12-07 16:26:04.253554,0 days 00:00:00.506013,0.6,0.33,6.0,200,roulette wheel,COMPLETE
3015,3015,38.8,2023-12-07 16:26:04.253833,2023-12-07 16:26:04.720492,0 days 00:00:00.466659,0.95,0.01,6.0,250,weighted choice,COMPLETE
3016,3016,41.6,2023-12-07 16:26:04.720754,2023-12-07 16:26:05.119311,0 days 00:00:00.398557,0.8,0.0,6.0,50,roulette wheel,COMPLETE
3017,3017,36.0,2023-12-07 16:26:05.119564,2023-12-07 16:26:05.540118,0 days 00:00:00.420554,0.5,0.01,6.0,100,random selection,COMPLETE
3018,3018,38.4,2023-12-07 16:26:05.540383,2023-12-07 16:26:05.786043,0 days 00:00:00.245660,0.95,0.0,8.0,300,random selection,COMPLETE
3019,3019,38.0,2023-12-07 16:26:05.786297,2023-12-07 16:26:06.177198,0 days 00:00:00.390901,0.8,0.1,8.0,150,roulette wheel,COMPLETE
3020,3020,38.8,2023-12-07 16:26:06.177471,2023-12-07 16:26:06.566777,0 days 00:00:00.389306,0.5,0.1,6.0,50,roulette wheel,COMPLETE
3021,3021,37.2,2023-12-07 16:26:06.567026,2023-12-07 16:26:07.106893,0 days 00:00:00.539867,0.5,0.33,8.0,200,random selection,COMPLETE
3022,3022,42.0,2023-12-07 16:26:07.107159,2023-12-07 16:26:07.664661,0 days 00:00:00.557502,0.5,0.0,8.0,200,weighted choice,COMPLETE
3023,3023,38.0,2023-12-07 16:26:07.664910,2023-12-07 16:26:08.164636,0 days 00:00:00.499726,0.95,0.33,6.0,100,roulette wheel,COMPLETE
3024,3024,37.6,2023-12-07 16:26:08.164899,2023-12-07 16:26:08.567133,0 days 00:00:00.402234,0.6,0.1,8.0,300,roulette wheel,COMPLETE
3025,3025,37.6,2023-12-07 16:26:08.567403,2023-12-07 16:26:08.946184,0 days 00:00:00.378781,0.6,0.1,6.0,10,random selection,COMPLETE
3026,3026,36.8,2023-12-07 16:26:08.946454,2023-12-07 16:26:09.342568,0 days 00:00:00.396114,0.5,0.1,6.0,100,random selection,COMPLETE
3027,3027,38.0,2023-12-07 16:26:09.342842,2023-12-07 16:26:09.760886,0 days 00:00:00.418044,0.5,0.1,8.0,200,roulette wheel,COMPLETE
3028,3028,40.0,2023-12-07 16:26:09.761177,2023-12-07 16:26:09.982331,0 days 00:00:00.221154,0.95,0.0,6.0,200,roulette wheel,COMPLETE
3029,3029,37.6,2023-12-07 16:26:09.982581,2023-12-07 16:26:10.554317,0 days 00:00:00.571736,0.6,0.33,8.0,50,weighted choice,COMPLETE
3030,3030,38.8,2023-12-07 16:26:10.554581,2023-12-07 16:26:11.079896,0 days 00:00:00.525315,0.95,0.1,6.0,300,weighted choice,COMPLETE
3031,3031,37.2,2023-12-07 16:26:11.080181,2023-12-07 16:26:11.470642,0 days 00:00:00.390461,0.8,0.1,8.0,150,random selection,COMPLETE
3032,3032,38.0,2023-12-07 16:26:11.470899,2023-12-07 16:26:11.996963,0 days 00:00:00.526064,0.6,0.33,8.0,200,roulette wheel,COMPLETE
3033,3033,38.4,2023-12-07 16:26:11.997231,2023-12-07 16:26:12.647142,0 days 00:00:00.649911,0.6,0.5,6.0,20,weighted choice,COMPLETE
3034,3034,36.8,2023-12-07 16:26:12.647455,2023-12-07 16:26:13.142459,0 days 00:00:00.495004,0.95,0.33,6.0,150,random selection,COMPLETE
3035,3035,38.8,2023-12-07 16:26:13.142739,2023-12-07 16:26:13.827829,0 days 00:00:00.685090,0.6,0.0,6.0,10,weighted choice,COMPLETE
3036,3036,37.6,2023-12-07 16:26:13.828087,2023-12-07 16:26:14.534140,0 days 00:00:00.706053,0.8,0.5,8.0,200,weighted choice,COMPLETE
3037,3037,37.6,2023-12-07 16:26:14.534414,2023-12-07 16:26:14.918663,0 days 00:00:00.384249,0.8,0.1,8.0,10,random selection,COMPLETE
3038,3038,37.2,2023-12-07 16:26:14.918937,2023-12-07 16:26:15.434244,0 days 00:00:00.515307,0.6,0.33,8.0,300,random selection,COMPLETE
3039,3039,40.8,2023-12-07 16:26:15.434507,2023-12-07 16:26:15.918871,0 days 00:00:00.484364,0.95,0.0,8.0,20,roulette wheel,COMPLETE
3040,3040,38.0,2023-12-07 16:26:15.919128,2023-12-07 16:26:16.514421,0 days 00:00:00.595293,0.6,0.5,8.0,250,roulette wheel,COMPLETE
3041,3041,38.0,2023-12-07 16:26:16.514687,2023-12-07 16:26:16.916866,0 days 00:00:00.402179,0.6,0.01,8.0,250,random selection,COMPLETE
3042,3042,37.2,2023-12-07 16:26:16.917136,2023-12-07 16:26:17.526418,0 days 00:00:00.609282,0.5,0.0,8.0,20,random selection,COMPLETE
3043,3043,37.2,2023-12-07 16:26:17.526700,2023-12-07 16:26:18.015780,0 days 00:00:00.489080,0.95,0.33,6.0,20,random selection,COMPLETE
3044,3044,38.4,2023-12-07 16:26:18.016047,2023-12-07 16:26:18.605710,0 days 00:00:00.589663,0.95,0.5,6.0,200,roulette wheel,COMPLETE
3045,3045,38.8,2023-12-07 16:26:18.605980,2023-12-07 16:26:18.975880,0 days 00:00:00.369900,0.8,0.01,8.0,250,roulette wheel,COMPLETE
3046,3046,38.4,2023-12-07 16:26:18.976150,2023-12-07 16:26:19.509119,0 days 00:00:00.532969,0.5,0.01,8.0,10,weighted choice,COMPLETE
3047,3047,37.6,2023-12-07 16:26:19.509398,2023-12-07 16:26:20.145714,0 days 00:00:00.636316,0.5,0.5,8.0,10,random selection,COMPLETE
3048,3048,38.0,2023-12-07 16:26:20.145983,2023-12-07 16:26:20.377438,0 days 00:00:00.231455,0.8,0.0,6.0,250,random selection,COMPLETE
3049,3049,37.6,2023-12-07 16:26:20.377696,2023-12-07 16:26:20.903423,0 days 00:00:00.525727,0.5,0.1,8.0,200,weighted choice,COMPLETE
3050,3050,38.4,2023-12-07 16:26:20.903697,2023-12-07 16:26:21.452272,0 days 00:00:00.548575,0.8,0.33,8.0,50,weighted choice,COMPLETE
3051,3051,42.0,2023-12-07 16:26:21.452537,2023-12-07 16:26:21.761039,0 days 00:00:00.308502,0.5,0.0,6.0,200,roulette wheel,COMPLETE
3052,3052,36.8,2023-12-07 16:26:21.761302,2023-12-07 16:26:22.266712,0 days 00:00:00.505410,0.95,0.33,6.0,250,roulette wheel,COMPLETE
3053,3053,39.2,2023-12-07 16:26:22.266995,2023-12-07 16:26:22.673924,0 days 00:00:00.406929,0.5,0.01,6.0,300,roulette wheel,COMPLETE
3054,3054,38.0,2023-12-07 16:26:22.674205,2023-12-07 16:26:23.070431,0 days 00:00:00.396226,0.5,0.1,8.0,300,random selection,COMPLETE
3055,3055,39.2,2023-12-07 16:26:23.070714,2023-12-07 16:26:23.541524,0 days 00:00:00.470810,0.5,0.01,6.0,10,roulette wheel,COMPLETE
3056,3056,37.6,2023-12-07 16:26:23.541801,2023-12-07 16:26:24.061309,0 days 00:00:00.519508,0.6,0.33,8.0,20,roulette wheel,COMPLETE
3057,3057,40.4,2023-12-07 16:26:24.061595,2023-12-07 16:26:24.597738,0 days 00:00:00.536143,0.5,0.01,8.0,10,weighted choice,COMPLETE
3058,3058,36.8,2023-12-07 16:26:24.598024,2023-12-07 16:26:24.858361,0 days 00:00:00.260337,0.8,0.0,8.0,300,random selection,COMPLETE
3059,3059,36.4,2023-12-07 16:26:24.858628,2023-12-07 16:26:25.608113,0 days 00:00:00.749485,0.6,0.5,8.0,300,weighted choice,COMPLETE
3060,3060,38.0,2023-12-07 16:26:25.608386,2023-12-07 16:26:26.010116,0 days 00:00:00.401730,0.6,0.1,8.0,300,roulette wheel,COMPLETE
3061,3061,39.2,2023-12-07 16:26:26.010379,2023-12-07 16:26:26.384953,0 days 00:00:00.374574,0.8,0.01,8.0,250,roulette wheel,COMPLETE
3062,3062,38.4,2023-12-07 16:26:26.385223,2023-12-07 16:26:26.760553,0 days 00:00:00.375330,0.6,0.1,6.0,100,roulette wheel,COMPLETE
3063,3063,38.0,2023-12-07 16:26:26.760831,2023-12-07 16:26:27.170932,0 days 00:00:00.410101,0.8,0.1,8.0,20,weighted choice,COMPLETE
3064,3064,37.6,2023-12-07 16:26:27.171232,2023-12-07 16:26:27.708230,0 days 00:00:00.536998,0.5,0.33,8.0,200,roulette wheel,COMPLETE
3065,3065,42.8,2023-12-07 16:26:27.708492,2023-12-07 16:26:28.263287,0 days 00:00:00.554795,0.6,0.0,8.0,20,roulette wheel,COMPLETE
3066,3066,38.4,2023-12-07 16:26:28.263550,2023-12-07 16:26:28.789891,0 days 00:00:00.526341,0.5,0.33,6.0,100,roulette wheel,COMPLETE
3067,3067,37.6,2023-12-07 16:26:28.790173,2023-12-07 16:26:29.321964,0 days 00:00:00.531791,0.95,0.33,8.0,20,weighted choice,COMPLETE
3068,3068,40.0,2023-12-07 16:26:29.322228,2023-12-07 16:26:29.563095,0 days 00:00:00.240867,0.8,0.0,6.0,200,roulette wheel,COMPLETE
3069,3069,40.0,2023-12-07 16:26:29.563375,2023-12-07 16:26:29.978719,0 days 00:00:00.415344,0.95,0.01,6.0,100,weighted choice,COMPLETE
3070,3070,37.6,2023-12-07 16:26:29.978984,2023-12-07 16:26:30.703548,0 days 00:00:00.724564,0.6,0.5,8.0,200,weighted choice,COMPLETE
3071,3071,36.8,2023-12-07 16:26:30.703823,2023-12-07 16:26:31.273358,0 days 00:00:00.569535,0.8,0.5,6.0,50,random selection,COMPLETE
3072,3072,37.6,2023-12-07 16:26:31.273616,2023-12-07 16:26:31.879206,0 days 00:00:00.605590,0.6,0.5,8.0,20,roulette wheel,COMPLETE
3073,3073,37.6,2023-12-07 16:26:31.879469,2023-12-07 16:26:32.382499,0 days 00:00:00.503030,0.8,0.33,8.0,200,roulette wheel,COMPLETE
3074,3074,40.8,2023-12-07 16:26:32.382794,2023-12-07 16:26:32.809703,0 days 00:00:00.426909,0.8,0.0,8.0,50,roulette wheel,COMPLETE
3075,3075,37.2,2023-12-07 16:26:32.809974,2023-12-07 16:26:33.343469,0 days 00:00:00.533495,0.5,0.33,8.0,100,roulette wheel,COMPLETE
3076,3076,37.6,2023-12-07 16:26:33.343738,2023-12-07 16:26:33.892384,0 days 00:00:00.548646,0.8,0.33,8.0,50,weighted choice,COMPLETE
3077,3077,38.4,2023-12-07 16:26:33.892666,2023-12-07 16:26:34.286117,0 days 00:00:00.393451,0.6,0.1,8.0,250,roulette wheel,COMPLETE
3078,3078,41.2,2023-12-07 16:26:34.286403,2023-12-07 16:26:34.737384,0 days 00:00:00.450981,0.5,0.01,8.0,20,roulette wheel,COMPLETE
3079,3079,40.0,2023-12-07 16:26:34.737647,2023-12-07 16:26:35.249882,0 days 00:00:00.512235,0.8,0.01,8.0,250,weighted choice,COMPLETE
3080,3080,38.0,2023-12-07 16:26:35.250162,2023-12-07 16:26:35.665564,0 days 00:00:00.415402,0.8,0.1,8.0,10,weighted choice,COMPLETE
3081,3081,37.2,2023-12-07 16:26:35.665850,2023-12-07 16:26:36.204748,0 days 00:00:00.538898,0.5,0.33,6.0,300,roulette wheel,COMPLETE
3082,3082,36.8,2023-12-07 16:26:36.205033,2023-12-07 16:26:36.741319,0 days 00:00:00.536286,0.5,0.33,8.0,300,roulette wheel,COMPLETE
3083,3083,38.8,2023-12-07 16:26:36.741578,2023-12-07 16:26:37.083037,0 days 00:00:00.341459,0.95,0.01,6.0,250,roulette wheel,COMPLETE
3084,3084,36.8,2023-12-07 16:26:37.083317,2023-12-07 16:26:37.668955,0 days 00:00:00.585638,0.8,0.5,6.0,200,roulette wheel,COMPLETE
3085,3085,41.2,2023-12-07 16:26:37.669213,2023-12-07 16:26:37.974048,0 days 00:00:00.304835,0.6,0.0,8.0,200,roulette wheel,COMPLETE
3086,3086,41.6,2023-12-07 16:26:37.974334,2023-12-07 16:26:38.333666,0 days 00:00:00.359332,0.95,0.01,6.0,20,roulette wheel,COMPLETE
3087,3087,40.4,2023-12-07 16:26:38.333957,2023-12-07 16:26:38.920892,0 days 00:00:00.586935,0.6,0.0,6.0,10,roulette wheel,COMPLETE
3088,3088,38.0,2023-12-07 16:26:38.921145,2023-12-07 16:26:39.430493,0 days 00:00:00.509348,0.95,0.33,8.0,150,roulette wheel,COMPLETE
3089,3089,40.8,2023-12-07 16:26:39.430754,2023-12-07 16:26:39.676503,0 days 00:00:00.245749,0.8,0.0,6.0,100,roulette wheel,COMPLETE
3090,3090,38.0,2023-12-07 16:26:39.676773,2023-12-07 16:26:40.217673,0 days 00:00:00.540900,0.95,0.33,8.0,10,weighted choice,COMPLETE
3091,3091,39.6,2023-12-07 16:26:40.217945,2023-12-07 16:26:40.614386,0 days 00:00:00.396441,0.6,0.01,6.0,200,roulette wheel,COMPLETE
3092,3092,37.2,2023-12-07 16:26:40.614646,2023-12-07 16:26:41.008033,0 days 00:00:00.393387,0.6,0.1,8.0,150,roulette wheel,COMPLETE
3093,3093,40.8,2023-12-07 16:26:41.008310,2023-12-07 16:26:41.408438,0 days 00:00:00.400128,0.6,0.01,6.0,50,roulette wheel,COMPLETE
3094,3094,41.2,2023-12-07 16:26:41.408701,2023-12-07 16:26:42.065372,0 days 00:00:00.656671,0.6,0.0,6.0,20,weighted choice,COMPLETE
3095,3095,40.8,2023-12-07 16:26:42.065638,2023-12-07 16:26:42.453613,0 days 00:00:00.387975,0.5,0.0,6.0,100,roulette wheel,COMPLETE
3096,3096,41.2,2023-12-07 16:26:42.453900,2023-12-07 16:26:42.876512,0 days 00:00:00.422612,0.6,0.01,8.0,20,roulette wheel,COMPLETE
3097,3097,35.6,2023-12-07 16:26:42.876782,2023-12-07 16:26:43.284029,0 days 00:00:00.407247,0.8,0.01,6.0,10,random selection,COMPLETE
3098,3098,38.0,2023-12-07 16:26:43.284298,2023-12-07 16:26:43.857703,0 days 00:00:00.573405,0.95,0.5,6.0,100,roulette wheel,COMPLETE
3099,3099,40.4,2023-12-07 16:26:43.857978,2023-12-07 16:26:44.271850,0 days 00:00:00.413872,0.95,0.01,6.0,100,weighted choice,COMPLETE
3100,3100,37.6,2023-12-07 16:26:44.272126,2023-12-07 16:26:44.608164,0 days 00:00:00.336038,0.95,0.01,6.0,300,random selection,COMPLETE
3101,3101,41.2,2023-12-07 16:26:44.608447,2023-12-07 16:26:44.870712,0 days 00:00:00.262265,0.8,0.0,8.0,150,roulette wheel,COMPLETE
3102,3102,36.8,2023-12-07 16:26:44.870976,2023-12-07 16:26:45.229912,0 days 00:00:00.358936,0.95,0.01,8.0,20,random selection,COMPLETE
3103,3103,37.6,2023-12-07 16:26:45.230188,2023-12-07 16:26:45.624220,0 days 00:00:00.394032,0.5,0.1,6.0,200,roulette wheel,COMPLETE
3104,3104,38.8,2023-12-07 16:26:45.624488,2023-12-07 16:26:46.130026,0 days 00:00:00.505538,0.6,0.01,8.0,10,weighted choice,COMPLETE
3105,3105,37.2,2023-12-07 16:26:46.130312,2023-12-07 16:26:46.696897,0 days 00:00:00.566585,0.95,0.5,6.0,20,roulette wheel,COMPLETE
3106,3106,39.2,2023-12-07 16:26:46.697160,2023-12-07 16:26:46.921913,0 days 00:00:00.224753,0.95,0.0,6.0,300,roulette wheel,COMPLETE
3107,3107,41.6,2023-12-07 16:26:46.922182,2023-12-07 16:26:47.415415,0 days 00:00:00.493233,0.6,0.0,6.0,50,roulette wheel,COMPLETE
3108,3108,37.2,2023-12-07 16:26:47.415674,2023-12-07 16:26:47.842242,0 days 00:00:00.426568,0.8,0.1,8.0,50,weighted choice,COMPLETE
3109,3109,38.0,2023-12-07 16:26:47.842516,2023-12-07 16:26:48.376420,0 days 00:00:00.533904,0.5,0.33,8.0,300,roulette wheel,COMPLETE
3110,3110,37.2,2023-12-07 16:26:48.376694,2023-12-07 16:26:48.999367,0 days 00:00:00.622673,0.6,0.5,8.0,150,roulette wheel,COMPLETE
3111,3111,36.8,2023-12-07 16:26:48.999659,2023-12-07 16:26:49.404967,0 days 00:00:00.405308,0.6,0.01,8.0,250,random selection,COMPLETE
3112,3112,38.0,2023-12-07 16:26:49.405250,2023-12-07 16:26:49.815889,0 days 00:00:00.410639,0.95,0.1,8.0,200,roulette wheel,COMPLETE
3113,3113,37.2,2023-12-07 16:26:49.816181,2023-12-07 16:26:50.440139,0 days 00:00:00.623958,0.6,0.5,8.0,250,roulette wheel,COMPLETE
3114,3114,42.4,2023-12-07 16:26:50.440442,2023-12-07 16:26:50.938547,0 days 00:00:00.498105,0.6,0.0,6.0,50,roulette wheel,COMPLETE
3115,3115,38.0,2023-12-07 16:26:50.938822,2023-12-07 16:26:51.348697,0 days 00:00:00.409875,0.5,0.1,8.0,20,roulette wheel,COMPLETE
3116,3116,42.4,2023-12-07 16:26:51.348960,2023-12-07 16:26:51.819286,0 days 00:00:00.470326,0.6,0.0,6.0,200,weighted choice,COMPLETE
3117,3117,40.8,2023-12-07 16:26:51.819556,2023-12-07 16:26:52.186073,0 days 00:00:00.366517,0.95,0.01,8.0,100,roulette wheel,COMPLETE
3118,3118,38.0,2023-12-07 16:26:52.186360,2023-12-07 16:26:52.842581,0 days 00:00:00.656221,0.5,0.33,6.0,200,weighted choice,COMPLETE
3119,3119,37.2,2023-12-07 16:26:52.842884,2023-12-07 16:26:53.233307,0 days 00:00:00.390423,0.6,0.1,8.0,50,roulette wheel,COMPLETE
3120,3120,38.4,2023-12-07 16:26:53.233586,2023-12-07 16:26:53.774079,0 days 00:00:00.540493,0.5,0.33,6.0,50,roulette wheel,COMPLETE
3121,3121,40.4,2023-12-07 16:26:53.774417,2023-12-07 16:26:54.200713,0 days 00:00:00.426296,0.8,0.01,8.0,20,roulette wheel,COMPLETE
3122,3122,39.2,2023-12-07 16:26:54.200973,2023-12-07 16:26:54.565549,0 days 00:00:00.364576,0.8,0.01,6.0,300,roulette wheel,COMPLETE
3123,3123,39.6,2023-12-07 16:26:54.565833,2023-12-07 16:26:54.982174,0 days 00:00:00.416341,0.6,0.01,8.0,300,roulette wheel,COMPLETE
3124,3124,37.6,2023-12-07 16:26:54.982459,2023-12-07 16:26:55.357767,0 days 00:00:00.375308,0.8,0.1,6.0,200,roulette wheel,COMPLETE
3125,3125,38.4,2023-12-07 16:26:55.358040,2023-12-07 16:26:55.742256,0 days 00:00:00.384216,0.6,0.1,6.0,100,roulette wheel,COMPLETE
3126,3126,37.6,2023-12-07 16:26:55.742556,2023-12-07 16:26:56.367240,0 days 00:00:00.624684,0.5,0.5,6.0,200,roulette wheel,COMPLETE
3127,3127,38.0,2023-12-07 16:26:56.367508,2023-12-07 16:26:56.717192,0 days 00:00:00.349684,0.95,0.01,8.0,250,random selection,COMPLETE
3128,3128,37.2,2023-12-07 16:26:56.717465,2023-12-07 16:26:57.097905,0 days 00:00:00.380440,0.95,0.1,6.0,150,random selection,COMPLETE
3129,3129,37.2,2023-12-07 16:26:57.098193,2023-12-07 16:26:57.490558,0 days 00:00:00.392365,0.6,0.1,8.0,100,random selection,COMPLETE
3130,3130,43.6,2023-12-07 16:26:57.490850,2023-12-07 16:26:57.956405,0 days 00:00:00.465555,0.6,0.0,6.0,100,weighted choice,COMPLETE
3131,3131,38.0,2023-12-07 16:26:57.956694,2023-12-07 16:26:58.491926,0 days 00:00:00.535232,0.5,0.33,8.0,200,random selection,COMPLETE
3132,3132,37.6,2023-12-07 16:26:58.492210,2023-12-07 16:26:58.972594,0 days 00:00:00.480384,0.95,0.1,8.0,150,weighted choice,COMPLETE
3133,3133,40.4,2023-12-07 16:26:58.972872,2023-12-07 16:26:59.328479,0 days 00:00:00.355607,0.8,0.01,6.0,200,roulette wheel,COMPLETE
3134,3134,36.4,2023-12-07 16:26:59.328783,2023-12-07 16:26:59.833103,0 days 00:00:00.504320,0.8,0.33,8.0,150,roulette wheel,COMPLETE
3135,3135,37.6,2023-12-07 16:26:59.833359,2023-12-07 16:27:00.429754,0 days 00:00:00.596395,0.95,0.5,8.0,200,roulette wheel,COMPLETE
3136,3136,37.6,2023-12-07 16:27:00.430033,2023-12-07 16:27:00.668286,0 days 00:00:00.238253,0.8,0.0,6.0,100,random selection,COMPLETE
3137,3137,40.0,2023-12-07 16:27:00.668590,2023-12-07 16:27:01.066699,0 days 00:00:00.398109,0.6,0.01,6.0,300,roulette wheel,COMPLETE
3138,3138,37.2,2023-12-07 16:27:01.066968,2023-12-07 16:27:01.458132,0 days 00:00:00.391164,0.5,0.1,6.0,100,random selection,COMPLETE
3139,3139,38.0,2023-12-07 16:27:01.458417,2023-12-07 16:27:01.961149,0 days 00:00:00.502732,0.8,0.33,8.0,150,roulette wheel,COMPLETE
3140,3140,38.8,2023-12-07 16:27:01.961429,2023-12-07 16:27:02.435313,0 days 00:00:00.473884,0.5,0.1,8.0,100,weighted choice,COMPLETE
3141,3141,38.4,2023-12-07 16:27:02.435591,2023-12-07 16:27:02.888746,0 days 00:00:00.453155,0.5,0.1,8.0,50,weighted choice,COMPLETE
3142,3142,37.2,2023-12-07 16:27:02.889038,2023-12-07 16:27:03.595816,0 days 00:00:00.706778,0.95,0.5,6.0,300,weighted choice,COMPLETE
3143,3143,44.0,2023-12-07 16:27:03.596105,2023-12-07 16:27:04.069032,0 days 00:00:00.472927,0.6,0.0,6.0,50,roulette wheel,COMPLETE
3144,3144,40.4,2023-12-07 16:27:04.069305,2023-12-07 16:27:04.296531,0 days 00:00:00.227226,0.95,0.0,6.0,200,roulette wheel,COMPLETE
3145,3145,40.8,2023-12-07 16:27:04.296825,2023-12-07 16:27:04.680643,0 days 00:00:00.383818,0.95,0.01,6.0,20,weighted choice,COMPLETE
3146,3146,40.4,2023-12-07 16:27:04.680943,2023-12-07 16:27:05.179825,0 days 00:00:00.498882,0.5,0.01,6.0,50,weighted choice,COMPLETE
3147,3147,37.6,2023-12-07 16:27:05.180139,2023-12-07 16:27:05.779393,0 days 00:00:00.599254,0.8,0.33,6.0,200,weighted choice,COMPLETE
3148,3148,40.8,2023-12-07 16:27:05.779673,2023-12-07 16:27:06.081545,0 days 00:00:00.301872,0.6,0.0,8.0,250,roulette wheel,COMPLETE
3149,3149,37.2,2023-12-07 16:27:06.081832,2023-12-07 16:27:06.677489,0 days 00:00:00.595657,0.6,0.5,6.0,300,random selection,COMPLETE
