,number,value,datetime_start,datetime_complete,duration,params_C,params_M,params_N,params_P,params_S,state
1896,1896,3.566017346313388,2023-12-07 10:20:07.992288,2023-12-07 10:20:08.563617,0 days 00:00:00.571329,0.6,0.0,6.0,20,roulette wheel,COMPLETE
1899,1899,2.6818827402844385,2023-12-07 10:20:09.725199,2023-12-07 10:20:10.341427,0 days 00:00:00.616228,0.6,0.5,8.0,20,roulette wheel,COMPLETE
1900,1900,2.720727389241143,2023-12-07 10:20:10.341608,2023-12-07 10:20:10.614882,0 days 00:00:00.273274,0.8,0.0,8.0,76,random selection,COMPLETE
1901,1901,2.813800968967026,2023-12-07 10:20:10.615065,2023-12-07 10:20:11.237479,0 days 00:00:00.622414,0.5,0.5,6.0,36,roulette wheel,COMPLETE
1902,1902,3.753847258459119,2023-12-07 10:20:11.237662,2023-12-07 10:20:11.706843,0 days 00:00:00.469181,0.8,0.0,6.0,50,roulette wheel,COMPLETE
1903,1903,2.679397221495547,2023-12-07 10:20:11.707016,2023-12-07 10:20:12.114991,0 days 00:00:00.407975,0.6,0.01,6.0,36,random selection,COMPLETE
1904,1904,2.63689868235025,2023-12-07 10:20:12.115181,2023-12-07 10:20:12.670191,0 days 00:00:00.555010,0.5,0.33,8.0,50,roulette wheel,COMPLETE
1906,1906,2.799856097104791,2023-12-07 10:20:13.173264,2023-12-07 10:20:13.561097,0 days 00:00:00.387833,0.95,0.1,8.0,20,random selection,COMPLETE
1907,1907,2.6533763649835542,2023-12-07 10:20:13.561276,2023-12-07 10:20:14.093836,0 days 00:00:00.532560,0.5,0.33,8.0,76,random selection,COMPLETE
1908,1908,2.947839019713414,2023-12-07 10:20:14.094027,2023-12-07 10:20:14.600186,0 days 00:00:00.506159,0.8,0.33,8.0,20,roulette wheel,COMPLETE
1909,1909,2.884558790230816,2023-12-07 10:20:14.600382,2023-12-07 10:20:14.988659,0 days 00:00:00.388277,0.8,0.01,8.0,76,roulette wheel,COMPLETE
1911,1911,2.7973003692733096,2023-12-07 10:20:15.532298,2023-12-07 10:20:15.924578,0 days 00:00:00.392280,0.6,0.1,6.0,36,roulette wheel,COMPLETE
1914,1914,2.793155277444799,2023-12-07 10:20:17.154511,2023-12-07 10:20:17.778756,0 days 00:00:00.624245,0.5,0.5,6.0,36,random selection,COMPLETE
1915,1915,2.7362541449604945,2023-12-07 10:20:17.778951,2023-12-07 10:20:18.336505,0 days 00:00:00.557554,0.5,0.33,8.0,100,roulette wheel,COMPLETE
1917,1917,3.734326521615233,2023-12-07 10:20:19.078196,2023-12-07 10:20:19.738446,0 days 00:00:00.660250,0.5,0.0,8.0,50,roulette wheel,COMPLETE
1918,1918,2.8906534305909584,2023-12-07 10:20:19.738635,2023-12-07 10:20:20.239708,0 days 00:00:00.501073,0.8,0.33,6.0,20,roulette wheel,COMPLETE
1919,1919,2.7872842224127323,2023-12-07 10:20:20.239897,2023-12-07 10:20:20.526602,0 days 00:00:00.286705,0.6,0.0,6.0,100,random selection,COMPLETE
1920,1920,2.7590508520172685,2023-12-07 10:20:20.526792,2023-12-07 10:20:21.073713,0 days 00:00:00.546921,0.5,0.33,6.0,76,roulette wheel,COMPLETE
1921,1921,2.9102119195286376,2023-12-07 10:20:21.073889,2023-12-07 10:20:21.442024,0 days 00:00:00.368135,0.95,0.01,8.0,76,random selection,COMPLETE
1922,1922,2.683646893249974,2023-12-07 10:20:21.442213,2023-12-07 10:20:21.937759,0 days 00:00:00.495546,0.95,0.33,6.0,76,roulette wheel,COMPLETE
1926,1926,2.7905131858683054,2023-12-07 10:20:23.636565,2023-12-07 10:20:24.078114,0 days 00:00:00.441549,0.8,0.0,8.0,36,random selection,COMPLETE
1928,1928,2.831224543202368,2023-12-07 10:20:24.504574,2023-12-07 10:20:25.105843,0 days 00:00:00.601269,0.6,0.0,8.0,10,random selection,COMPLETE
1929,1929,3.822391633432424,2023-12-07 10:20:25.106036,2023-12-07 10:20:25.564918,0 days 00:00:00.458882,0.6,0.0,6.0,76,roulette wheel,COMPLETE
1932,1932,2.6008125437756884,2023-12-07 10:20:27.031493,2023-12-07 10:20:27.649547,0 days 00:00:00.618054,0.6,0.5,6.0,10,roulette wheel,COMPLETE
1934,1934,2.676675567866951,2023-12-07 10:20:27.975454,2023-12-07 10:20:28.373733,0 days 00:00:00.398279,0.95,0.1,8.0,36,roulette wheel,COMPLETE
1935,1935,2.752574108459215,2023-12-07 10:20:28.373921,2023-12-07 10:20:28.730196,0 days 00:00:00.356275,0.95,0.01,6.0,36,random selection,COMPLETE
1936,1936,2.586809819860977,2023-12-07 10:20:28.730402,2023-12-07 10:20:29.329805,0 days 00:00:00.599403,0.95,0.5,8.0,100,random selection,COMPLETE
1937,1937,2.606219075651725,2023-12-07 10:20:29.329996,2023-12-07 10:20:29.722384,0 days 00:00:00.392388,0.95,0.1,6.0,100,roulette wheel,COMPLETE
1938,1938,2.7239904949916083,2023-12-07 10:20:29.722562,2023-12-07 10:20:30.298737,0 days 00:00:00.576175,0.8,0.5,6.0,36,roulette wheel,COMPLETE
1940,1940,3.5973912505049683,2023-12-07 10:20:31.075829,2023-12-07 10:20:31.637114,0 days 00:00:00.561285,0.5,0.0,8.0,100,roulette wheel,COMPLETE
1941,1941,2.7419633399923105,2023-12-07 10:20:31.637292,2023-12-07 10:20:32.029909,0 days 00:00:00.392617,0.8,0.01,8.0,100,roulette wheel,COMPLETE
1942,1942,2.6263356613394215,2023-12-07 10:20:32.030104,2023-12-07 10:20:32.430378,0 days 00:00:00.400274,0.6,0.1,8.0,20,random selection,COMPLETE
1943,1943,2.7532484295677087,2023-12-07 10:20:32.430559,2023-12-07 10:20:32.826975,0 days 00:00:00.396416,0.6,0.1,8.0,100,roulette wheel,COMPLETE
1946,1946,2.6476018182676624,2023-12-07 10:20:33.868504,2023-12-07 10:20:34.395772,0 days 00:00:00.527268,0.5,0.33,6.0,20,random selection,COMPLETE
1947,1947,2.639540847115738,2023-12-07 10:20:34.395955,2023-12-07 10:20:34.885186,0 days 00:00:00.489231,0.8,0.33,6.0,76,random selection,COMPLETE
1949,1949,3.2725806099549053,2023-12-07 10:20:35.312739,2023-12-07 10:20:35.676856,0 days 00:00:00.364117,0.95,0.01,6.0,20,roulette wheel,COMPLETE
1950,1950,2.8856465653627748,2023-12-07 10:20:35.677048,2023-12-07 10:20:36.306072,0 days 00:00:00.629024,0.6,0.5,8.0,100,roulette wheel,COMPLETE
1952,1952,2.657343894426832,2023-12-07 10:20:36.765765,2023-12-07 10:20:37.401829,0 days 00:00:00.636064,0.5,0.5,8.0,50,roulette wheel,COMPLETE
1954,1954,2.761255084766924,2023-12-07 10:20:37.887815,2023-12-07 10:20:38.273844,0 days 00:00:00.386029,0.95,0.1,8.0,36,roulette wheel,COMPLETE
1955,1955,3.286218081754216,2023-12-07 10:20:38.274030,2023-12-07 10:20:38.711917,0 days 00:00:00.437887,0.8,0.01,6.0,10,roulette wheel,COMPLETE
1956,1956,3.1863779237585783,2023-12-07 10:20:38.712113,2023-12-07 10:20:39.215491,0 days 00:00:00.503378,0.95,0.0,8.0,10,roulette wheel,COMPLETE
1957,1957,2.835405790684736,2023-12-07 10:20:39.215674,2023-12-07 10:20:39.719961,0 days 00:00:00.504287,0.6,0.33,6.0,36,random selection,COMPLETE
1958,1958,2.792835667077349,2023-12-07 10:20:39.720219,2023-12-07 10:20:40.257668,0 days 00:00:00.537449,0.5,0.33,8.0,50,random selection,COMPLETE
1959,1959,3.216150674258974,2023-12-07 10:20:40.257859,2023-12-07 10:20:40.671023,0 days 00:00:00.413164,0.95,0.01,6.0,10,roulette wheel,COMPLETE
1960,1960,2.664443775519116,2023-12-07 10:20:40.671222,2023-12-07 10:20:40.921219,0 days 00:00:00.249997,0.8,0.0,6.0,100,random selection,COMPLETE
1961,1961,2.768675981352635,2023-12-07 10:20:40.921411,2023-12-07 10:20:41.499552,0 days 00:00:00.578141,0.8,0.5,6.0,76,roulette wheel,COMPLETE
1962,1962,2.8136894636922176,2023-12-07 10:20:41.499735,2023-12-07 10:20:42.013614,0 days 00:00:00.513879,0.6,0.33,6.0,36,roulette wheel,COMPLETE
1963,1963,3.7997919982597024,2023-12-07 10:20:42.013801,2023-12-07 10:20:42.576595,0 days 00:00:00.562794,0.6,0.0,8.0,50,roulette wheel,COMPLETE
1964,1964,2.765931204366088,2023-12-07 10:20:42.576787,2023-12-07 10:20:43.082511,0 days 00:00:00.505724,0.8,0.33,8.0,50,random selection,COMPLETE
1967,1967,2.949742463012013,2023-12-07 10:20:44.052443,2023-12-07 10:20:44.508197,0 days 00:00:00.455754,0.95,0.0,8.0,20,random selection,COMPLETE
1969,1969,2.727496340507452,2023-12-07 10:20:44.937362,2023-12-07 10:20:45.580840,0 days 00:00:00.643478,0.6,0.5,8.0,10,random selection,COMPLETE
1970,1970,2.748002502064382,2023-12-07 10:20:45.581086,2023-12-07 10:20:46.194042,0 days 00:00:00.612956,0.6,0.5,6.0,36,random selection,COMPLETE
1971,1971,2.869137998248024,2023-12-07 10:20:46.194241,2023-12-07 10:20:46.840345,0 days 00:00:00.646104,0.5,0.5,6.0,20,roulette wheel,COMPLETE
1972,1972,2.8498305006185696,2023-12-07 10:20:46.840538,2023-12-07 10:20:47.249093,0 days 00:00:00.408555,0.5,0.1,8.0,20,random selection,COMPLETE
1973,1973,2.827600574530706,2023-12-07 10:20:47.249354,2023-12-07 10:20:47.603613,0 days 00:00:00.354259,0.95,0.01,6.0,76,random selection,COMPLETE
1975,1975,2.7651817601420263,2023-12-07 10:20:48.451560,2023-12-07 10:20:49.037231,0 days 00:00:00.585671,0.95,0.5,6.0,10,roulette wheel,COMPLETE
1976,1976,2.817298584500464,2023-12-07 10:20:49.037434,2023-12-07 10:20:49.296502,0 days 00:00:00.259068,0.95,0.0,8.0,100,roulette wheel,COMPLETE
1977,1977,2.649926153580155,2023-12-07 10:20:49.296696,2023-12-07 10:20:49.818023,0 days 00:00:00.521327,0.6,0.33,6.0,20,roulette wheel,COMPLETE
1978,1978,4.100533614537153,2023-12-07 10:20:49.818201,2023-12-07 10:20:50.421028,0 days 00:00:00.602827,0.5,0.0,8.0,76,roulette wheel,COMPLETE
1980,1980,3.0133094014904027,2023-12-07 10:20:50.995757,2023-12-07 10:20:51.375056,0 days 00:00:00.379299,0.8,0.1,6.0,100,roulette wheel,COMPLETE
1982,1982,2.664975489637445,2023-12-07 10:20:52.208929,2023-12-07 10:20:52.715517,0 days 00:00:00.506588,0.6,0.33,8.0,50,random selection,COMPLETE
1984,1984,2.7818822402869383,2023-12-07 10:20:53.282770,2023-12-07 10:20:53.682502,0 days 00:00:00.399732,0.6,0.01,6.0,76,roulette wheel,COMPLETE
1985,1985,2.7939156442027753,2023-12-07 10:20:53.682705,2023-12-07 10:20:54.042407,0 days 00:00:00.359702,0.8,0.01,6.0,100,random selection,COMPLETE
1986,1986,2.7350461798447787,2023-12-07 10:20:54.042603,2023-12-07 10:20:54.632961,0 days 00:00:00.590358,0.95,0.5,8.0,100,roulette wheel,COMPLETE
1989,1989,2.668676481350135,2023-12-07 10:20:55.966521,2023-12-07 10:20:56.409881,0 days 00:00:00.443360,0.5,0.01,8.0,20,random selection,COMPLETE
1991,1991,2.732492490121317,2023-12-07 10:20:56.957432,2023-12-07 10:20:57.475834,0 days 00:00:00.518402,0.8,0.33,8.0,100,roulette wheel,COMPLETE
1992,1992,3.063755519015919,2023-12-07 10:20:57.476019,2023-12-07 10:20:57.845988,0 days 00:00:00.369969,0.95,0.01,8.0,50,roulette wheel,COMPLETE
1995,1995,2.621036121471427,2023-12-07 10:20:58.978156,2023-12-07 10:20:59.560617,0 days 00:00:00.582461,0.8,0.5,8.0,50,random selection,COMPLETE
1996,1996,3.765523792269427,2023-12-07 10:20:59.560834,2023-12-07 10:20:59.970297,0 days 00:00:00.409463,0.95,0.0,6.0,50,roulette wheel,COMPLETE
1997,1997,2.7733793564576272,2023-12-07 10:20:59.970495,2023-12-07 10:21:00.599138,0 days 00:00:00.628643,0.5,0.5,6.0,36,roulette wheel,COMPLETE
1998,1998,2.7460813327054776,2023-12-07 10:21:00.599326,2023-12-07 10:21:01.231030,0 days 00:00:00.631704,0.5,0.5,6.0,36,roulette wheel,COMPLETE
1999,1999,2.7170604115889327,2023-12-07 10:21:01.231221,2023-12-07 10:21:01.627787,0 days 00:00:00.396566,0.5,0.1,6.0,10,roulette wheel,COMPLETE
2000,2000,3.2683001692598816,2023-12-07 10:21:01.627971,2023-12-07 10:21:02.004960,0 days 00:00:00.376989,0.8,0.0,8.0,76,roulette wheel,COMPLETE
2001,2001,2.7212074005459184,2023-12-07 10:21:02.005164,2023-12-07 10:21:02.399691,0 days 00:00:00.394527,0.6,0.1,6.0,50,roulette wheel,COMPLETE
2003,2003,2.708132911618991,2023-12-07 10:21:02.865611,2023-12-07 10:21:03.239379,0 days 00:00:00.373768,0.8,0.1,6.0,10,random selection,COMPLETE
2005,2005,2.806097172780216,2023-12-07 10:21:03.708927,2023-12-07 10:21:04.213591,0 days 00:00:00.504664,0.8,0.33,6.0,36,roulette wheel,COMPLETE
2006,2006,3.598761885213153,2023-12-07 10:21:04.213792,2023-12-07 10:21:04.653458,0 days 00:00:00.439666,0.8,0.01,6.0,10,roulette wheel,COMPLETE
2007,2007,3.789640276707522,2023-12-07 10:21:04.653649,2023-12-07 10:21:05.283329,0 days 00:00:00.629680,0.5,0.0,6.0,50,roulette wheel,COMPLETE
2008,2008,2.8157604161163343,2023-12-07 10:21:05.283528,2023-12-07 10:21:05.680884,0 days 00:00:00.397356,0.8,0.01,8.0,76,roulette wheel,COMPLETE
2009,2009,3.705852509873952,2023-12-07 10:21:05.681080,2023-12-07 10:21:06.072711,0 days 00:00:00.391631,0.8,0.0,6.0,76,roulette wheel,COMPLETE
2010,2010,3.3231459194302184,2023-12-07 10:21:06.072906,2023-12-07 10:21:06.490145,0 days 00:00:00.417239,0.8,0.01,8.0,20,roulette wheel,COMPLETE
2011,2011,3.2956703149847555,2023-12-07 10:21:06.490341,2023-12-07 10:21:06.948123,0 days 00:00:00.457782,0.8,0.01,8.0,10,roulette wheel,COMPLETE
2013,2013,2.760347791780399,2023-12-07 10:21:07.594744,2023-12-07 10:21:08.150428,0 days 00:00:00.555684,0.5,0.33,6.0,36,roulette wheel,COMPLETE
2014,2014,2.746772739917014,2023-12-07 10:21:08.150615,2023-12-07 10:21:08.573769,0 days 00:00:00.423154,0.95,0.1,8.0,20,roulette wheel,COMPLETE
2015,2015,2.6274871390924437,2023-12-07 10:21:08.573974,2023-12-07 10:21:08.978721,0 days 00:00:00.404747,0.8,0.1,8.0,10,roulette wheel,COMPLETE
2018,2018,2.957315645468043,2023-12-07 10:21:09.838223,2023-12-07 10:21:10.215968,0 days 00:00:00.377745,0.8,0.1,6.0,76,roulette wheel,COMPLETE
2019,2019,2.6799645746762906,2023-12-07 10:21:10.216170,2023-12-07 10:21:10.829569,0 days 00:00:00.613399,0.6,0.5,8.0,36,roulette wheel,COMPLETE
2020,2020,2.769199465488559,2023-12-07 10:21:10.829769,2023-12-07 10:21:11.443163,0 days 00:00:00.613394,0.6,0.5,6.0,10,roulette wheel,COMPLETE
2022,2022,2.684901735443289,2023-12-07 10:21:11.990132,2023-12-07 10:21:12.372076,0 days 00:00:00.381944,0.8,0.1,6.0,36,roulette wheel,COMPLETE
2023,2023,3.045785899974198,2023-12-07 10:21:12.372390,2023-12-07 10:21:12.816367,0 days 00:00:00.443977,0.5,0.01,6.0,36,roulette wheel,COMPLETE
2024,2024,2.601877657022352,2023-12-07 10:21:12.816571,2023-12-07 10:21:13.321278,0 days 00:00:00.504707,0.6,0.33,6.0,100,roulette wheel,COMPLETE
2026,2026,2.6757853524572086,2023-12-07 10:21:13.786528,2023-12-07 10:21:14.286649,0 days 00:00:00.500121,0.8,0.33,6.0,100,roulette wheel,COMPLETE
2027,2027,2.9662957000514414,2023-12-07 10:21:14.286853,2023-12-07 10:21:14.840366,0 days 00:00:00.553513,0.5,0.33,8.0,76,roulette wheel,COMPLETE
2028,2028,2.9824133146650857,2023-12-07 10:21:14.840556,2023-12-07 10:21:15.246977,0 days 00:00:00.406421,0.5,0.1,8.0,50,roulette wheel,COMPLETE
2029,2029,2.8331632001674243,2023-12-07 10:21:15.247197,2023-12-07 10:21:15.679240,0 days 00:00:00.432043,0.5,0.01,6.0,100,roulette wheel,COMPLETE
2030,2030,2.704478400748746,2023-12-07 10:21:15.679437,2023-12-07 10:21:16.184117,0 days 00:00:00.504680,0.95,0.33,6.0,10,roulette wheel,COMPLETE
2032,2032,2.7400475041236927,2023-12-07 10:21:16.767164,2023-12-07 10:21:17.273333,0 days 00:00:00.506169,0.8,0.33,6.0,10,roulette wheel,COMPLETE
2033,2033,2.8226894186609797,2023-12-07 10:21:17.273536,2023-12-07 10:21:17.851440,0 days 00:00:00.577904,0.95,0.5,6.0,50,roulette wheel,COMPLETE
2035,2035,2.707773780669757,2023-12-07 10:21:18.286047,2023-12-07 10:21:18.804874,0 days 00:00:00.518827,0.95,0.33,8.0,36,roulette wheel,COMPLETE
2036,2036,3.5472656286396345,2023-12-07 10:21:18.805087,2023-12-07 10:21:19.297479,0 days 00:00:00.492392,0.95,0.0,6.0,20,roulette wheel,COMPLETE
2037,2037,2.756745654529075,2023-12-07 10:21:19.297681,2023-12-07 10:21:19.705977,0 days 00:00:00.408296,0.5,0.1,8.0,76,roulette wheel,COMPLETE
2038,2038,2.663968121038894,2023-12-07 10:21:19.706178,2023-12-07 10:21:20.238287,0 days 00:00:00.532109,0.5,0.33,6.0,100,roulette wheel,COMPLETE
2039,2039,3.792744386133846,2023-12-07 10:21:20.238497,2023-12-07 10:21:20.822672,0 days 00:00:00.584175,0.6,0.0,6.0,20,roulette wheel,COMPLETE
2040,2040,2.900444817542083,2023-12-07 10:21:20.822873,2023-12-07 10:21:21.210320,0 days 00:00:00.387447,0.5,0.1,6.0,100,random selection,COMPLETE
2041,2041,2.764785530180821,2023-12-07 10:21:21.210522,2023-12-07 10:21:21.727501,0 days 00:00:00.516979,0.8,0.33,8.0,100,roulette wheel,COMPLETE
2042,2042,3.5360112061901283,2023-12-07 10:21:21.727711,2023-12-07 10:21:22.356386,0 days 00:00:00.628675,0.5,0.0,6.0,20,roulette wheel,COMPLETE
2043,2043,2.7705197627604745,2023-12-07 10:21:22.356594,2023-12-07 10:21:22.887111,0 days 00:00:00.530517,0.6,0.33,8.0,36,roulette wheel,COMPLETE
2044,2044,3.004893662487553,2023-12-07 10:21:22.887313,2023-12-07 10:21:23.246136,0 days 00:00:00.358823,0.95,0.01,6.0,36,roulette wheel,COMPLETE
2045,2045,3.6851345138669074,2023-12-07 10:21:23.246342,2023-12-07 10:21:23.826190,0 days 00:00:00.579848,0.6,0.0,6.0,20,roulette wheel,COMPLETE
2046,2046,2.610106992133222,2023-12-07 10:21:23.826384,2023-12-07 10:21:24.275313,0 days 00:00:00.448929,0.5,0.01,8.0,36,random selection,COMPLETE
2047,2047,2.8419086050433973,2023-12-07 10:21:24.275528,2023-12-07 10:21:24.691140,0 days 00:00:00.415612,0.6,0.01,8.0,36,random selection,COMPLETE
2048,2048,3.374244787276809,2023-12-07 10:21:24.691392,2023-12-07 10:21:25.125700,0 days 00:00:00.434308,0.6,0.01,6.0,20,roulette wheel,COMPLETE
2050,2050,3.8347256006831456,2023-12-07 10:21:25.622498,2023-12-07 10:21:26.104833,0 days 00:00:00.482335,0.95,0.0,6.0,20,roulette wheel,COMPLETE
2051,2051,3.755172355416428,2023-12-07 10:21:26.105024,2023-12-07 10:21:26.740951,0 days 00:00:00.635927,0.5,0.0,6.0,36,roulette wheel,COMPLETE
2054,2054,2.8129424974697113,2023-12-07 10:21:27.681511,2023-12-07 10:21:28.180584,0 days 00:00:00.499073,0.8,0.33,8.0,36,random selection,COMPLETE
2055,2055,2.7116342068546375,2023-12-07 10:21:28.180802,2023-12-07 10:21:28.588538,0 days 00:00:00.407736,0.5,0.1,8.0,100,roulette wheel,COMPLETE
2056,2056,3.4580811147965136,2023-12-07 10:21:28.588777,2023-12-07 10:21:29.082104,0 days 00:00:00.493327,0.8,0.0,6.0,20,roulette wheel,COMPLETE
2057,2057,2.6986758436746885,2023-12-07 10:21:29.082326,2023-12-07 10:21:29.467474,0 days 00:00:00.385148,0.95,0.1,8.0,20,roulette wheel,COMPLETE
2058,2058,2.6445856585184293,2023-12-07 10:21:29.467666,2023-12-07 10:21:29.862169,0 days 00:00:00.394503,0.6,0.1,8.0,100,random selection,COMPLETE
2059,2059,3.4039843344855796,2023-12-07 10:21:29.862371,2023-12-07 10:21:30.243679,0 days 00:00:00.381308,0.95,0.01,8.0,20,roulette wheel,COMPLETE
2061,2061,3.0727383651707276,2023-12-07 10:21:30.917161,2023-12-07 10:21:31.294311,0 days 00:00:00.377150,0.8,0.01,6.0,36,roulette wheel,COMPLETE
2062,2062,2.881635034597395,2023-12-07 10:21:31.294507,2023-12-07 10:21:31.904938,0 days 00:00:00.610431,0.6,0.5,6.0,10,random selection,COMPLETE
2063,2063,2.794968571610979,2023-12-07 10:21:31.905133,2023-12-07 10:21:32.427228,0 days 00:00:00.522095,0.6,0.33,8.0,36,roulette wheel,COMPLETE
2064,2064,3.169030172266993,2023-12-07 10:21:32.427421,2023-12-07 10:21:32.937384,0 days 00:00:00.509963,0.5,0.01,8.0,10,roulette wheel,COMPLETE
2065,2065,2.6242307283928685,2023-12-07 10:21:32.937599,2023-12-07 10:21:33.475285,0 days 00:00:00.537686,0.5,0.33,8.0,36,random selection,COMPLETE
2066,2066,3.500422896819824,2023-12-07 10:21:33.475524,2023-12-07 10:21:33.897581,0 days 00:00:00.422057,0.6,0.0,6.0,100,roulette wheel,COMPLETE
2067,2067,3.143182871793507,2023-12-07 10:21:33.897789,2023-12-07 10:21:34.277141,0 days 00:00:00.379352,0.8,0.01,6.0,36,roulette wheel,COMPLETE
2069,2069,3.729809743759951,2023-12-07 10:21:34.906176,2023-12-07 10:21:35.421522,0 days 00:00:00.515346,0.8,0.0,6.0,36,roulette wheel,COMPLETE
2070,2070,2.862535235352245,2023-12-07 10:21:35.421744,2023-12-07 10:21:36.006528,0 days 00:00:00.584784,0.8,0.5,8.0,50,random selection,COMPLETE
2071,2071,3.774939834954293,2023-12-07 10:21:36.006737,2023-12-07 10:21:36.615782,0 days 00:00:00.609045,0.5,0.0,6.0,36,roulette wheel,COMPLETE
2073,2073,2.5839937681707217,2023-12-07 10:21:37.166048,2023-12-07 10:21:37.544591,0 days 00:00:00.378543,0.95,0.1,6.0,76,roulette wheel,COMPLETE
2074,2074,2.8143963330007766,2023-12-07 10:21:37.544792,2023-12-07 10:21:38.172622,0 days 00:00:00.627830,0.5,0.5,8.0,20,random selection,COMPLETE
2076,2076,3.168033454892901,2023-12-07 10:21:39.007135,2023-12-07 10:21:39.456412,0 days 00:00:00.449277,0.5,0.01,8.0,36,roulette wheel,COMPLETE
2077,2077,3.238663847605126,2023-12-07 10:21:39.456629,2023-12-07 10:21:40.060930,0 days 00:00:00.604301,0.6,0.0,6.0,10,roulette wheel,COMPLETE
2078,2078,3.5925839815741183,2023-12-07 10:21:40.061136,2023-12-07 10:21:40.471951,0 days 00:00:00.410815,0.8,0.01,8.0,20,roulette wheel,COMPLETE
2079,2079,2.982064007904429,2023-12-07 10:21:40.472181,2023-12-07 10:21:40.881126,0 days 00:00:00.408945,0.6,0.01,6.0,76,roulette wheel,COMPLETE
2080,2080,2.7655903446803123,2023-12-07 10:21:40.881324,2023-12-07 10:21:41.270167,0 days 00:00:00.388843,0.6,0.1,8.0,50,random selection,COMPLETE
2082,2082,2.7036014283349497,2023-12-07 10:21:41.834258,2023-12-07 10:21:42.242079,0 days 00:00:00.407821,0.95,0.1,8.0,100,roulette wheel,COMPLETE
2085,2085,2.732051466143532,2023-12-07 10:21:43.212047,2023-12-07 10:21:43.739978,0 days 00:00:00.527931,0.6,0.33,8.0,20,roulette wheel,COMPLETE
2086,2086,2.730143844234191,2023-12-07 10:21:43.740174,2023-12-07 10:21:44.250684,0 days 00:00:00.510510,0.95,0.33,8.0,50,roulette wheel,COMPLETE
2087,2087,2.6276966861972877,2023-12-07 10:21:44.250885,2023-12-07 10:21:44.746866,0 days 00:00:00.495981,0.8,0.33,6.0,10,random selection,COMPLETE
2088,2088,2.872997396316032,2023-12-07 10:21:44.747145,2023-12-07 10:21:45.266712,0 days 00:00:00.519567,0.6,0.33,6.0,76,roulette wheel,COMPLETE
2090,2090,2.8252264791625428,2023-12-07 10:21:45.851892,2023-12-07 10:21:46.271451,0 days 00:00:00.419559,0.6,0.01,6.0,100,random selection,COMPLETE
2091,2091,2.7427379477635623,2023-12-07 10:21:46.271660,2023-12-07 10:21:46.877150,0 days 00:00:00.605490,0.95,0.5,8.0,20,roulette wheel,COMPLETE
2092,2092,2.848448370632622,2023-12-07 10:21:46.877350,2023-12-07 10:21:47.272798,0 days 00:00:00.395448,0.6,0.1,8.0,76,roulette wheel,COMPLETE
2093,2093,2.6718503602339516,2023-12-07 10:21:47.273023,2023-12-07 10:21:47.672429,0 days 00:00:00.399406,0.6,0.1,8.0,10,random selection,COMPLETE
2094,2094,3.6532656960317618,2023-12-07 10:21:47.672626,2023-12-07 10:21:48.178472,0 days 00:00:00.505846,0.8,0.0,8.0,50,roulette wheel,COMPLETE
2095,2095,2.8610883333909234,2023-12-07 10:21:48.178681,2023-12-07 10:21:48.718631,0 days 00:00:00.539950,0.6,0.33,6.0,50,roulette wheel,COMPLETE
2096,2096,2.844201198914978,2023-12-07 10:21:48.718829,2023-12-07 10:21:49.290671,0 days 00:00:00.571842,0.8,0.5,6.0,100,random selection,COMPLETE
2097,2097,2.742683170397323,2023-12-07 10:21:49.290880,2023-12-07 10:21:49.743756,0 days 00:00:00.452876,0.8,0.0,8.0,36,random selection,COMPLETE
2098,2098,2.842919054720954,2023-12-07 10:21:49.743965,2023-12-07 10:21:50.146458,0 days 00:00:00.402493,0.6,0.01,6.0,100,roulette wheel,COMPLETE
2099,2099,2.7127653653214625,2023-12-07 10:21:50.146667,2023-12-07 10:21:50.686533,0 days 00:00:00.539866,0.5,0.33,6.0,100,roulette wheel,COMPLETE
2100,2100,2.741978169672695,2023-12-07 10:21:50.686747,2023-12-07 10:21:51.319496,0 days 00:00:00.632749,0.5,0.5,6.0,36,random selection,COMPLETE
2102,2102,3.2714668653958867,2023-12-07 10:21:51.769080,2023-12-07 10:21:52.167800,0 days 00:00:00.398720,0.8,0.01,6.0,20,roulette wheel,COMPLETE
2104,2104,2.6415296124223904,2023-12-07 10:21:52.768015,2023-12-07 10:21:53.163364,0 days 00:00:00.395349,0.95,0.1,8.0,10,roulette wheel,COMPLETE
2106,2106,3.457623309427826,2023-12-07 10:21:53.569677,2023-12-07 10:21:54.194234,0 days 00:00:00.624557,0.5,0.0,6.0,20,roulette wheel,COMPLETE
2107,2107,2.757914375913161,2023-12-07 10:21:54.194436,2023-12-07 10:21:54.808446,0 days 00:00:00.614010,0.6,0.5,6.0,36,random selection,COMPLETE
2108,2108,2.7443964635241627,2023-12-07 10:21:54.808677,2023-12-07 10:21:55.201887,0 days 00:00:00.393210,0.6,0.1,8.0,50,random selection,COMPLETE
2109,2109,2.6540854018944624,2023-12-07 10:21:55.202103,2023-12-07 10:21:55.839413,0 days 00:00:00.637310,0.5,0.5,8.0,76,roulette wheel,COMPLETE
2110,2110,2.9720982639627325,2023-12-07 10:21:55.839628,2023-12-07 10:21:56.218114,0 days 00:00:00.378486,0.8,0.1,8.0,36,random selection,COMPLETE
2111,2111,4.12516118367366,2023-12-07 10:21:56.218319,2023-12-07 10:21:56.850576,0 days 00:00:00.632257,0.5,0.0,6.0,36,roulette wheel,COMPLETE
